"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
,"93",,"Zack Gottsagen, Suzi Barrett, Dominique Dauwe","Michael Barnett",,"Documentary, Western","English","Theodore James","SuperFilms!",,"Feb 26 2016",,,"1h 20m",,"Disabled people from across the United States take the leading roles in Western costume drama.","Becoming Bulletproof","100","https://www.rottentomatoes.com/m/becoming_bulletproof",,
,"100",,"Angdu Padma, Rigzin Urgain, Moon Chang-yong","Moon Chang-yong, Jeon Jin",,"Documentary","Hindi","Moon Chang-yong, Jeon Jin","Sonamu Pictures",,"Nov 8 2018",,,"1h 35m",,"After being identified as the reincarnation of a venerated Buddhist master, young Padma Angdu makes an arduous journey with his aging guardian from Northern India to Tibet to find his rightful place in the world.","Becoming Who I Was","100","https://www.rottentomatoes.com/m/becoming_who_i_was_2018",,
,"81",,"Peter Gilbert, Steve James, Alison Palmer Bourke","Peter Gilbert, Steve James",,"Documentary","English",,"Kartemquin Films",,"Mar 10 2017",,,"1h 38m",,"An investigation into the execution of Carlos DeLuna shows that he may have been innocent.","At the Death House Door","100","https://www.rottentomatoes.com/m/1205979-at_the_death_house_door",,
,"",,"Riyaana Hartley, Tatiana Calderon, Carmen Jorda","Riyaana Hartley, Vincent Tran","Gravitas Ventures","Documentary","English","Vincent Tran, Riyaana Hartley","Love Entertainment",,"Jun 30 2020","Jun 30 2020, limited",,"1h 14m",,"Formula One racing pioneer Lella Lombardi becomes the first female driver to win world championship points.","Beyond Driven","100","https://www.rottentomatoes.com/m/beyond_driven",,"Riyaana Hartley, Vincent Tran"
,"",,"Joella Crichton, Kenney Coombs, Lou-Ann Crichton","Chris Strikes",,"Documentary","English",,"Callowgrove Entertainment",,"Jun 14 2022",,,"1h 29m",,"A shy high school student who blossomed into a genuine star at her community's biggest event, Joella Crichton learned how to perform in front of crowds of thousands. In her community, she is a rock star of sorts. Carnival is a deeply important event, and its Queen is revered. Building on backstory from Joella's childhood and family background, this film will give viewers an in-depth personal perspective into the building of a Queen. But it will also emphasize and celebrate the intricate details that go into preparing for the competition and building the elaborate costumes; the history of the competition and Carnival in Toronto; Black and Caribbean-Canadian identity; and the fact that Caribbean communities do not hold the same narrow and exclusive standards of beauty as Europe and North America do.","Becoming a Queen","100","https://www.rottentomatoes.com/m/becoming_a_queen",,"Chris Strikes"
,"76",,"Stephen Shane Martin, Danielle Sagona, Tom Nowicki","Kevin O'Brien",,"Comedy, Drama, Lgbtq+","English","Kevin O'Brien","Fractal Features",,"Mar 7 2019",,,"1h 48m",,"A conservative professor at a Christian college infiltrates a gay support group to stop its launch of an LGBT homeless youth shelter in its small town.","At the End of the Day","100","https://www.rottentomatoes.com/m/at_the_end_of_the_day_2018",,"Kevin O'Brien"
,"",,"Dan Wayne, Jon Niccum, Dan Wayne","Dan Wayne",,"Documentary","English","Jon Niccum, Dan Wayne","Wedge Films",,"Aug 11 2020",,,"1h 16m",,"Taxidermist Ken Walker meticulously creates a 7-foot version of Bigfoot.","Big Fur","100","https://www.rottentomatoes.com/m/big_fur",,"George Langworthy"
,"82",,"Jensen Ackles, Naya Rivera, Josh Duhamel","Chris Palmer",,"Holiday, Mystery & thriller, Animation","English","James Krieg, Kimberly S. Moreau",,"R (Some Violence|Bloody Images)","Jul 27 2021",,,"1h 28m",,"Inspired by the iconic mid-1990s DC story from Jeph Loeb and Tim Sale, Batman: The Long Halloween, Part Two continues as the Holiday Killer is still at large and, with Bruce Wayne under the spell of the venomous Poison Ivy, Batman is nowhere to be found. Liberated by an unlikely ally, Bruce quickly uncovers the real culprit: Poison Ivy's employer Carmine Falcone. The Roman, his ranks decimated by Holiday and his business spinning out of control, has been forced to bring on less desirable partners -- Gotham City's rogues' gallery. In the meantime, Harvey Dent is confronting battles on two fronts: attempting to end the mob war while also dealing with a strained marriage. And, after an attack that leaves Harvey hideously disfigured, the District Attorney unleashes the duality of his psyche that he's strived his entire life to suppress. Now, as Two-Face, Dent decides to take the law into his own hands and deliver judgment to those who've wronged him, his family and all of Gotham. Ultimately, the Dark Knight must put together the tragic pieces that converged to create Two-Face, the Holiday Killer, Batman and Gotham City itself.","Batman: The Long Halloween, Part Two","100","https://www.rottentomatoes.com/m/batman_the_long_halloween_part_two",,"Tim Sheridan"
,"91",,"Simone Biles, Scott Blackmun, Richard Blumenthal","Erin Lee Carr","HBO Documentary Films","Documentary","English","Steven Ungerleider, David Ulich","Sidewinder Films, S.J. Gibson Films",,"Nov 14 2019","May 3 2019, limited",,"1h 31m",,"In 2016 USA Gymnastics was rocked by the revelation that national team doctor Larry Nassar had been abusing young athletes for decades.","At the Heart of Gold: Inside the USA Gymnastics Scandal","100","https://www.rottentomatoes.com/m/at_the_heart_of_gold_inside_the_usa_gymnastics_scandal",,
,"80",,"Brendan Gleeson, Risteard O'Domhnaill, Marie-Therese Garvey","Risteard O'Domhnaill",,"Documentary","English","Marie-Therese Garvey, Jill Knox-Gosse, Lynne Wilson, Karl Emil Rikardsen","Relation04 Media",,"Jan 26 2019",,,"1h 20m",,"The struggles of three fishing communities in Ireland, Norway and Newfoundland, as they battle with the oil explorers and international fishing companies for control of the resources in their waters.","Atlantic","100","https://www.rottentomatoes.com/m/atlantic_2016",,
,"82",,"Finnerty Steeves, Jeremy Davidson, John Pankow","Stephen Kunken, Jack Lewars",,"Comedy, Drama, Romance","English","Finnerty Steeves, Katie Hyde","Indie City Films",,"Feb 7 2021",,,"1h 23m",,"This sharp-witted dramedy studies a middle-aged NYC theatre actress suddenly forced to figure out the kind of person she wants to portray in real life when her marriage comes to an end after she catches her husband cheating.","Before/During/After","100","https://www.rottentomatoes.com/m/before_during_after",,"Finnerty Steeves"
,"92",,"Maggie Nichols, Jerry Moran, Jennifer Sey","Bonni Cohen, Jon Shenk",,"Documentary","English","Serin Marshall, Jennifer Sey, Julie Parker Benello","Netflix","PG-13 (Descriptions of Sexual Abuse|Mature Thematic Content)","Jun 25 2020",,,"1h 43m",,"Reporters from The Indianapolis Star expose Dr. Larry Nassar's sexual abuse of young gymnasts.","Athlete A","100","https://www.rottentomatoes.com/m/athlete_a",,
,"69",,"Tony McCoy, Anthony Wonke, Georges Bermann","Anthony Wonke",,"Biography","English (United Kingdom)","Alan Maher, Nick Ryle, John Woollcombe",,,"Apr 4 2017",,,"1h 30m",,"AP McCoy's life during his final racing season.","Being AP","100","https://www.rottentomatoes.com/m/being_ap",,
,"80",,"Anthony LaPaglia, Oscar Isaac, Nathan Phillips","Robert Connolly",,"Drama, Mystery & thriller","English","Anthony LaPaglia, Dominic Purcell",,,"Jan 18 2020",,,"1h 51m",,"Roger East and Jose Ramos-Horta travel to East Timor to investigate the Balibo Five murders.","Balibo","100","https://www.rottentomatoes.com/m/balibo",,"Robert Connolly, David Williamson"
,"79",,"Dorian Missick, Gbenga Akinnagbe, Darien Sills-Evans","Neil Drumming",,"Drama","English","Lenny Payan, Matthew Keene Smith, Devin Williams","Twice Told Films",,"Jul 23 2016",,,"1h 34m",,"The members of a once-promising hip-hop group struggle with regret, disappointment and change on Election Night in 2008.","Big Words","100","https://www.rottentomatoes.com/m/big_words_2013",,"Neil Drumming"
,"89",,"Gary Cooper, Barbara Stanwyck, Dana Andrews","Howard Hawks","Embassy Pictures, Sultan Video, Home Box Office Home Video","Comedy","English","Samuel Goldwyn","Samuel Goldwyn Company",,"Jul 8 2020","Dec 2 1941, wide",,"1h 51m","Mono","Hoping to update his chapter on modern slang, encyclopedia writer Professor Bertram Potts (Gary Cooper) ventures into a chic nightclub. Inside, he meets the snarky burlesque performer ""Sugarpuss"" O'Shea (Barbara Stanwyck). Fascinated by her command of popular jargon, Potts invites her to stay with him. But, unknown to Potts, she is the fiancée of a mobster (Dana Andrews) and wanted by the police. In the ensuing mayhem, Potts must stay on his toes or be swallowed up by bigger fish.","Ball of Fire","100","https://www.rottentomatoes.com/m/ball_of_fire",,"Charles Brackett, Billy Wilder, Billy Wilder, Thomas Monroe"
,"71","$22.8K","Bill Nye, Neil deGrasse Tyson, Ann Druyan","David Alvarado, Jason Sussberg","PBS Distribution","Documentary","English","David Alvarado, Seth Gordon, Kate McLean, Nick Pampenella, Jason Sussberg",,,"Apr 13 2018","Oct 27 2017, limited",,"1h 41m",,"Television personality Bill Nye attempts to restore science to its rightful place in a world that is hostile to evidence and reason.","Bill Nye: Science Guy","100","https://www.rottentomatoes.com/m/bill_nye_science_guy",,
,"",,"Nea Marshall Kudi, Emily Branham, Emily Branham","Emily Branham",,"Documentary, Biography","English","Emily Branham, Jonathan Goodman Levitt, Marc Smolowitz","Work And Serve Productions, 13th Gen",,"Jun 7 2022",,,"1h 33m",,"Being BeBe intimately charts 15 years in the life of drag performer Marshall Ngwa (aka BeBe Zahara Benet): An immigrant to America from homophobic Cameroon, first champion on Reality TV phenomenon RuPaul's Drag Race, and a leading artist celebrating Black Queer Excellence today. Marshall's emotional journey raises timely concerns at the intersection of LGBTQ+, BIPOC, and immigrant lives within the context of a hard-fought artist's journey toward success against all odds.","Being BeBe","100","https://www.rottentomatoes.com/m/being_bebe",,
,"71",,"Dawn Chapman, Douglas Clemens, Robbin Ellison Dailey","Rebecca Cammisa",,"Documentary","English","Rebecca Cammisa, Larissa Bills, James B. Freydberg","HBO Documentary Films",,"Feb 16 2018",,,"1h 40m",,"A major metropolitan area in the United States lies dangerously close to a large landfill containing radioactive waste and an escalating underground fire.","Atomic Homefront","100","https://www.rottentomatoes.com/m/atomic_homefront",,
,"",,"Russell G. Jones, Jason Samuels Smith, Sharon Washington","Jeffrey Wolf","Kino Lorber","Documentary","English","Fred Barron, Daphne McWilliams, Jeany Nisenholz-Wolf, Jeffrey Wolf","Breakaway Films NY",,"Jun 22 2021","Apr 16 2021, limited",,"1h 15m","Dolby SR","This illuminating documentary explores the life of a unique American artist, a man with a remarkable and unlikely biography. Bill Traylor was born into slavery in 1853 on a cotton plantation in rural Alabama. After the Civil War, Traylor continued to farm the land as a sharecropper until the late 1920s. Aging and alone, he moved to Montgomery and worked odd jobs in the thriving segregated black neighborhood. A decade later, in his late 80s, Traylor became homeless and started to draw and paint, both memories from plantation days and scenes of a radically changing urban culture. Having witnessed profound social and political change during a life spanning slavery, Reconstruction, Jim Crow segregation, and the Great Migration, Traylor devised his own visual language to translate an oral culture into something original, powerful, and culturally rooted. He made well over a thousand drawings and paintings between 1939-1942. This colorful, strikingly modernist work eventually led him to be recognized as one of America's greatest self-taught artists and the subject of a Smithsonian retrospective. Using historical and cultural context, Bill Traylor: Chasing Ghosts brings the spirit and mystery of Traylor's incomparable art to life. Making dramatic and surprising use of tap dance and evocative period music, the film balances archival photographs and footage, insightful perspectives from his descendants, and Traylor's striking drawings and paintings to reveal one of America's most prominent artists to a wide audience.","Bill Traylor: Chasing Ghosts","100","https://www.rottentomatoes.com/m/bill_traylor_chasing_ghosts",,"Fred Barron"
,"57",,"Jason Hodzelmans, Cohen Holloway, Rachel House","Hamish Bennett",,"Comedy, Drama","English","Catherine Fitzgerald, Orlando Stewart","Blueskin Films Ltd.",,"Jun 30 2020",,,"1h 35m",,"A rural community rallies around a recently widowed farmer to help him cope with his grief. The farmer's son struggles to find his own way.","Bellbird","100","https://www.rottentomatoes.com/m/bellbird",,
,"",,"Antonin Ivanidze, Maya Kosa, Sérgio da Costa","Maya Kosa, Sérgio da Costa",,"Documentary","French","Joëlle Bertossa, Flavia Zanon",,,"Sep 24 2020",,,"1h 1m",,"After a long period of isolation, Antonin, a young man suffering from persisting exhaustion, rediscovers the world at a rehabilitation center for birds. In this strange place wounded birds and lost souls cohabit, lulled by the ubiquitous sounds of airplanes.","Bird Island","100","https://www.rottentomatoes.com/m/bird_island",,"Sérgio da Costa, Maya Kosa"
,"42",,"Rob Lowe, Sean Doherty, Alice Mathias","Sean Doherty, Alice Mathias, Ricky Kelehar, Annabel Jones",,"Comedy","English","Sean Doherty",,,"Sep 28 2021",,,"58m",,"One-man armies, meet-cutes, casual strolls away from huge explosions — stars and industry insiders toast and roast these cinematic chestnuts and more.","Attack of the Hollywood Clichés!","100","https://www.rottentomatoes.com/m/attack_of_the_hollywood_cliches",,
,"100",,"Vincent Samarco, Ornella Samarco, Cedric Nicolas","Marcus Mizelle",,"Documentary","English","Marcus Mizelle","Forte Pictures",,"Mar 15 2022",,,"1h 17m",,"A much loved Parisian-style bistro located in Los Angeles between a thriving McDonalds and KFC, Belle Vie is owned and operated by the charming and hopeful Vincent Samarco, who struggles to adapt, survive and keep the bistro alive in the midst of a pandemic.","Belle Vie","100","https://www.rottentomatoes.com/m/belle_vie",,
,"71",,"Sadao Abe, Masaaki Akahori, Mukku Akazawa","Kazuya Shiraishi",,"Drama, Mystery & thriller","Japanese",,"The Klockworx Co. Ltd.",,"Jul 31 2018",,,"2h 3m",,"An unbalanced young woman longs for her ex-boyfriend, the one who almost beat her to death.","Birds Without Names","100","https://www.rottentomatoes.com/m/birds_without_names",,
,"78",,"Jack Palance, Eddie Albert, Lee Marvin","Robert Aldrich",,"War, Drama","English","Robert Aldrich","The Associates & Aldrich Company Inc.",,"Sep 16 2008",,,"1h 47m",,"Lt. Joe Costa (Jack Palance) is a part of Fragile Fox Company, a National Guard unit sent to a Belgian town in the final stages of World War II. Costa harbors some serious doubts about the leadership abilities of Captain Cooney (Eddie Albert), a coward who only secured his position because of his ties to Lt. Col. Bartlett (Lee Marvin). Cooney's inexperience and his open contempt for Costa threaten the lives of his men as they draw closer to Battle of the Bulge.","Attack!","100","https://www.rottentomatoes.com/m/1100820-attack",,"James Poe"
,"33",,"Merle Oberon, Brian Aherne, David Niven","H. C. Potter",,"Drama","English","Samuel Goldwyn","The Samuel Goldwyn Company, Howard Productions",,"Jul 14 2020","Dec 25 1936, limited",,"1h 30m",,"In 1921, British Lord Athleigh (Henry Stephenson) arrives in Dublin with his daughter, Helen (Merle Oberon), to engage in peace talks. As wanted Irish rebel leader Dennis Riordan (Brian Aherne) is not recognized in public, he is able to move about freely and saves the Athleighs from an assassination attempt by a radical faction. Dennis and Helen meet again and, unaware of his position, Helen falls in love with him. Later when Dennis admits his identity, Helen must make a fateful decision.","Beloved Enemy","100","https://www.rottentomatoes.com/m/beloved_enemy",,"William Brown Meloney"
,"88",,"Harold Evans, Michael Sheen, David Morris","David Morris, Jacqui Morris",,"Documentary","English (United Kingdom)",,,,"Apr 4 2017",,,"1h 39m",,"The Sunday Times fights for financial compensation for victims of the drug thalidomide.","Attacking the Devil: Harold Evans and the Last Nazi War Crime","100","https://www.rottentomatoes.com/m/attacking_the_devil_harold_evans_and_the_last_nazi_war_crime",,"David Morris, Jacqui Morris"
,"50","$7.3K","Michele Goodwin, Lynn Paltrow, Dr. David Grimes","Civia Tamarkin","Abramorama","Documentary","English","Ingrid Arnesen, Stephen Filmer, Suzanne D. Johnson, Civia Tamarkin",,,"Nov 14 2017","Jul 14 2017, limited",,"1h 45m",,"Health care changes that allow states, courts and religious doctrine to govern whether, when and how women will bear children.","Birthright: A War Story","100","https://www.rottentomatoes.com/m/birthright_a_war_story",,"Luchina Fisher, Civia Tamarkin"
,"",,"Ryan Corr, Anthony LaPaglia, Phoenix Raei","Maziar Lahooti",,"Comedy, Drama","English",,,,"Jul 7 2020",,,,,"In a near-future, darknet grifter Dougie is recruited to work security at a refugee detention centre. There, he is drawn into an underground operation blackmailing detainees to fight for profit. When tragedy strikes courageous fighter Azad, Dougie locates his hitherto dormant conscience and takes a stand.","Below","100","https://www.rottentomatoes.com/m/below_2019",,"Ian Wilding"
,"85",,"Clarence Jones, Stanley Nelson, Traci Curry","Stanley Nelson, Traci Curry","Showtime Documentary Films","Documentary, History","English","Stanley Nelson, Traci Curry","Showtime Documentary Films, Topic Studios, Firelight Films",,"Nov 6 2021","Oct 29 2021, limited",,"1h 56m",,"During the summer of 1971, tensions between inmates and guards at the Attica Correctional Facility are at an all-time high. On the morning of Sept. 9, it all comes to a head as Attica becomes the stage for one of the largest U.S. prison riots ever.","Attica","100","https://www.rottentomatoes.com/m/attica_2021",,"Stanley Nelson"
,"64",,"Rick James, Sacha Jenkins, Sacha Jenkins","Sacha Jenkins",,"Documentary, Music","English","Steve Rivo",,,"Sep 3 2021",,,"1h 51m",,"A raw and intimate documentary look at the wildly colorful life of legendary funk artist Rick James from acclaimed Director Sacha Jenkins. Original interviews with artists, collaborators and friends focus on the ""punk-funk"" music James left behind while illuminating his fearless attitude, social justice advocacy and bold musical aspirations. Featuring rare footage of James' incredible live shows and never-before-seen home video.","Bitchin': The Sound and Fury of Rick James","100","https://www.rottentomatoes.com/m/bitchin_the_sound_and_fury_of_rick_james",,"Sacha Jenkins, Steve Rivo, Jason Pollard"
,"79",,"James Stewart, Arthur Kennedy, Rock Hudson","Anthony Mann",,"Western","English","Aaron Rosenberg","Universal International Pictures",,"Oct 1 2016",,,"1h 31m",,"Reformed outlaw Glyn McLyntock (James Stewart) has become a guide for farmers headed to Oregon. When he rescues thief Emerson Cole (Arthur Kennedy) from execution, Cole joins him on the journey. Once the settlers arrive, they discover that a trader who was supposed to send them provisions is now trying to scam them. After McLyntock and Cole travel to Portland to forcibly retrieve the supplies, Cole betrays McLyntock and steals the goods himself. McLyntock pursues, ready for battle.","Bend of the River","100","https://www.rottentomatoes.com/m/bend_of_the_river",,"Borden Chase"
,"86","$39.4K","Anne Wiazemsky, François Lafarge, Philippe Asselin","Robert Bresson","Rialto Pictures, Cinema Ventures","Drama","French (Canada)","Mag Bodard","Parc Film, Svenska Filminstitutet, Svensk Filmindustri (SF) AB, Argos Films, Athos Films",,"Mar 25 2017","Feb 19 1970, original",,"1h 30m","Mono","This thoughtful and unique French film reveals the surprisingly deep connection between Marie (Anne Wiazemsky), a sensitive farm girl, and her cherished donkey, Balthazar. Though Marie and Balthazar are eventually separated when she gets older, the tale follows both the young woman and the donkey as they contend with the hardships of the world. Although Marie and Balthazar often encounter cruelty from the various people they meet, they also find small moments of beauty.","Au Hasard Balthazar","100","https://www.rottentomatoes.com/m/au_hasard_balthazar",,"Robert Bresson"
,"76","$12.2K","Paul Farmer, Ophelia Dahl, Jim Kim Yong","Kief Davidson, Pedro Kos","Abramorama","Documentary","English","Kief Davidson, Cori Shepherd Stern",,,"Oct 22 2020","Oct 6 2017, limited",,"1h 42m",,"Thirty years ago, when extraordinary doctors and activists worked to save lives in a rural Haitian village, their project turned into a global battle.","Bending the Arc","100","https://www.rottentomatoes.com/m/bending_the_arc",,"Cori Shepherd Stern"
,"81",,"Silvana Mangano, Vittorio Gassman, Doris Dowling","Giuseppe De Santis","Lux Film Distributing Corporation","Drama","Italian","Dino De Laurentiis",,,"Dec 15 2015","Sep 18 1950, original",,"1h 47m",,"Francesca (Doris Dowling) and Walter (Vittorio Gassman) are a criminally inclined couple who accidentally part ways while on the run from the law. Luckily, Francesca falls in with a group of peasant women and opts to hide out among them as they toil in the rice fields of the Po Valley. To her surprise, in her cover she discovers a simple but satisfying life filled with hard work and friendship. So when Walter resurfaces, their reunion doesn't go quite as he had expected.","Bitter Rice","100","https://www.rottentomatoes.com/m/riso-amaro-bitter-rice",,"Giuseppe De Santis, Carlo Lizzani, Mario Monicelli, Gianni Puccini"
,"76",,"Jeffery Stephens, Mark Kitchell, Mark Kitchell","Mark Kitchell","California Newsreel, First Run","Documentary","English",,"Kitchell Films, P.O.V. Theatricals",,"Nov 3 2021","Jan 1 1990, wide",,"1h 57m",,"In 1964 the Berkeley campus of the University of California became the seedbed of the nascent antiwar movement when student demonstrations culminated in the mass arrest of hundreds of protesters. Combining newsreel footage with interviews with some of the main figures of the protests, documentary filmmaker Mark Kitchell sheds light on the first, galvanizing stirrings of the Free Speech Movement and its subsequent influence on late-1960s radicalism.","Berkeley in the Sixties","100","https://www.rottentomatoes.com/m/berkeley_in_the_sixties",,"Mark Kitchell"
,"81",,"Peter Galison, Peter Galison, Greg Boustead","Peter Galison",,"Documentary","English","Peter Galison","Collapsar, Sandbox Films",,"Feb 8 2021",,,"1h 39m",,"What can black holes teach us about the boundaries of knowledge? These holes in spacetime are the darkest objects and the brightest--the simplest and the most complex. With unprecedented access, Black Holes | The Edge of All We Know follows two powerhouse collaborations. Stephen Hawking anchors one, striving to show that black holes do not annihilate the past. Another group, working in the world's highest altitude observatories, creates an earth-sized telescope to capture the first-ever image of a black hole. Interwoven with other dimensions of exploring black holes, these stories bring us to the pinnacle of humanity's quest to understand the universe.","Black Holes: The Edge of All We Know","100","https://www.rottentomatoes.com/m/black_holes_the_edge_of_all_we_know",,
,"88",,"Deborah Kerr, Sabu, David Farrar","Michael Powell, Emeric Pressburger",,"Drama, Mystery & thriller","English","Michael Powell, Emeric Pressburger","The Archers",,"Feb 24 2017","May 26 1947, original",,"1h 40m",,"A group of Anglican nuns, led by Sister Clodagh (Deborah Kerr), are sent to a mountain in the Himalayas. The climate in the region is hostile and the nuns are housed in an odd old palace. They work to establish a school and a hospital, but slowly their focus shifts. Sister Ruth (Kathleen Byron) falls for a government worker, Mr. Dean (David Farrar), and begins to question her vow of celibacy. As Sister Ruth obsesses over Mr. Dean, Sister Clodagh becomes immersed in her own memories of love.","Black Narcissus","100","https://www.rottentomatoes.com/m/black_narcissus",,"Michael Powell, Emeric Pressburger, Rumer Godden"
,"65",,"Simon Amstell, Chris Langham, Sophia Di Martino","Tom Kingsley, Will Sharpe",,"Comedy, Drama, Mystery & thriller","English","Sarah Brocklehurst","Black Pond Films Ltd.",,"Jun 25 2013",,,"1h 23m",,"A British family and a Japanese friend are accused of murder when a guest dies at dinner.","Black Pond","100","https://www.rottentomatoes.com/m/black_pond",,"Tom Kingsley, Will Sharpe"
,"89",,"Bono, The Edge, David Letterman","Morgan Neville","Disney+","Documentary, Music","English","Seamus Murphy-Mitchell, Morgan Neville",,"TV14","Mar 17 2023",,,"1h 24m",,"In the docu-special, from Disney Branded Television, Academy Award®-winning filmmaker Morgan Neville captures Dave Letterman on his first visit to Dublin to hang out with Bono and The Edge in their hometown, experience Dublin, and join the two U2 musicians for a concert performance unlike any they've done before. From Brian Grazer and Ron Howard's Imagine Documentaries, Neville's Tremolo Productions, and Dave Letterman's Worldwide Pants, ""Bono & The Edge: A Sort of Homecoming, with Dave Letterman"" is part concert movie, part travel adventure plus a whole lot of Bono and The Edge, with Dave's humor throughout. As well as the concert performance itself, the docu-special will focus on the extraordinary relationship between Bono and The Edge and how it has developed across 45-plus years of close friendship to become one of the most remarkable songwriting partnerships in the history of rock 'n' roll, plus document Dublin through Dave's eyes as he experiences Bono and The Edge's home city for the first time.","Bono & The Edge: A Sort of Homecoming, with Dave Letterman","100","https://www.rottentomatoes.com/m/bono_and_the_edge_a_sort_of_homecoming_with_dave_letterman",,
,"",,"George Amponsah, Helen Bart","George Amponsah",,"Documentary","English","Helen Bart",,,"Sep 17 2021",,,"1h 29m",,"An examination of the Black Power movement in the late 1960s in the UK, surveying both the individuals and the cultural forces that defined the era.

At the heart of the documentary is a series of astonishing interviews with past activists, many of whom are speaking for the first time about what it was really like to be involved in the British Black Power movement, bringing to life one of the key cultural revolutions in the history of the nation.","Black Power: A British Story of Resistance","100","https://www.rottentomatoes.com/m/black_power_a_british_story_of_resistance",,
,"",,"Schalk Bezuidenhout, Hannes Otto, Germandt Geldenhuys","Christiaan Olwagen","Breaking Glass Pictures","Drama, Musical, Lgbtq+","Afrikaans","Jaco Smit","Marche Media (PTY) LTD",,"Jun 18 2019","Jun 7 2019, limited",,"2h 0m",,"Drafted into the South African army during apartheid, a young soldier joins the military's traveling choir, and romance on the battlefield causes him to deal with his long-repressed sexual identity.","Canary","100","https://www.rottentomatoes.com/m/canary_2018",,"Christiaan Olwagen, Charl-Johan Lingenfelder"
,"67",,"Dragos Bucur, Anamaria Marinca, Mimi Branescu","Radu Muntean",,"Comedy, Drama","Romanian","Dragos Vilcu",,,"Nov 28 2016",,,"1h 42m","Dolby Digital","A family man (Dragos Bucur) relives his carefree years when he reunites with two friends.","Boogie","100","https://www.rottentomatoes.com/m/10010680-boogie",,
"Flat (1.85:1)","",,"César Domínguez, Richarson Díaz, Ruth Emeterio","Andrés Farías","Breaking Glass Pictures","Drama, Mystery & thriller","Spanish","Pablo Lozano","Vertical Production",,"Oct 10 2023",,,"1h 33m",,"","Candela","100","https://www.rottentomatoes.com/m/candela",,"Andrés Farías, Laura Conyedo, Rey Andújar"
,"85","$5.0K","Hodding Carter III, Frank De Felitta, Yvette Johnson","Raymond De Felitta","Tribeca Film","Documentary, History, Drama, Mystery & thriller","English","David Zellerford","EyePatch Productions, Hangover Lounge Inc.",,"Nov 7 2012","Apr 25 2012, limited",,"1h 30m",,"The life of Booker Wright, a black waiter during the 1960s civil-rights movement.","Booker's Place: A Mississippi Story","100","https://www.rottentomatoes.com/m/bookers_place_a_mississippi_story",,
,"50",,"Tommye Myrick, Richard Romain, Carol Sutton","Horace Jenkins",,"Romance","English","Horace Jenkins","Zweites Deutsches Fernsehen",,"Jul 6 2020",,,"1h 30m",,"A romance develops between two African-Americans from different class backgrounds.","Cane River","100","https://www.rottentomatoes.com/m/cane_river",,"Horace Jenkins"
,"64",,"Dana Andrews, Brian Donlevy, Susan Hayward","Jacques Tourneur",,"Western","English","Walter Wanger","Universal Pictures",,"Nov 30 2016","Jul 17 1946, original",,"1h 32m",,"Logan Stuart (Dana Andrews) is the proprietor of a general store in an Oregon mining town. His best friend, George Camrose (Brian Donlevy), is a greedy banker and compulsive gambler. Logan falls in love with Camrose's fiancée, Lucy Overmire (Susan Hayward), but proposes to his own girlfriend, Caroline Marsh (Patricia Roc), despite his secret love for Lucy. While dealing with romantic issues, Logan must also deal with murder, rape, robbery attempts, brawls and Native American attacks.","Canyon Passage","100","https://www.rottentomatoes.com/m/canyon_passage",,"Ernest Pascal"
,"43","$896.0K","Brian Presley, Martha Higareda, Jake Muxworthy","Zev Berman",,"Mystery & thriller, Horror, Crime, Drama","English","Lauren Vilchik, George Furla, Randall Emmett, Elisa Salinas","Emmett/Furla Films, Tonic Films LLC, Freedom Films","R (Some Sexuality/Nudity|Language|Drug Use|Strong Grisly Violence/Torture)","Nov 1 2009",,,"1h 44m",,"Ed (Brian Presley), Henry (Jake Muxworthy) and Phil (Rider Strong) are three American college graduates in search of wild times in Mexico. After a night of partying with two local women, Ed and Henry realize that Phil is missing. Joining forces with an ex-cop, their search for their friend leads them to a horrifying encounter with cultists who practice human sacrifice.","Borderland","100","https://www.rottentomatoes.com/m/10008140-borderland",,"Zev Berman, Eric Poppen"
,"",,"Leiomy Maldonado, Mahogany Phillips, Garnet Rubio","Tania Cypriano","Kino Lorber","Documentary","English","Michelle Koo Hayashi","Justice-Partners, Transformation Productions",,"Nov 18 2020","Nov 18 2020, limited",,"1h 32m",,"The emotional and physical journey of surgical transitioning after New York state passed the law that health insurance should cover transgender-related care and services.","Born to Be","100","https://www.rottentomatoes.com/m/born_to_be",,
,"75",,"Kai Francis Lewis, Nikisha Lewis, Larry Olubamiwo","Ed Perkins",,"Documentary","English (United Kingdom)","Jonathan Chinn, Simon Chinn",,,"Oct 25 2019",,,"26m",,"When his family moves to an estate rife with racism, a black boy must take drastic steps to survive.","Black Sheep","100","https://www.rottentomatoes.com/m/black_sheep_2018",,
