"aspect ratio","audience score","box office (gross usa)","cast","director","distributor","genre","original language","producer","production co","rating","release date (streaming)","release date (theaters)","rerelease date (theaters)","runtime","sound mix","synopsis","title","tomatometer","url","view the collection","writer"
,"50",,"Gina Rodriguez, Damon Wayans Jr., Tom Ellis","Trish Sie","Netflix","Romance, Comedy","English","Ryan Christians, Ross M. Dinerstein, Marc Platt","Marc Platt Productions",,"Feb 14 2024","Feb 14 2024, limited",,"1h 45m",,"New York sportswriter Mack (Gina Rodriguez) has spent years devising successful hook-up ""plays"" with best friend Adam (Damon Wayans Jr.) and their crew. While it has led to countless one-night stands over the years, following their playbook comes with a strict set of ground rules -- chief among them: you can't build a relationship from a play. When Mack unexpectedly falls for her latest target, charming war correspondent Nick (Tom Ellis), she begins to rethink the game entirely. As the lines between work, fun, friendship, and romance begin to blur, Mack must learn what it takes to go from simply scoring to playing for keeps.","Players","45","https://www.rottentomatoes.com/m/players_2023",,"Whit Anderson"
"Scope (2.35:1)","82","$2.0M","Robert Pattinson, Jennifer Jason Leigh, Barkhad Abdi","Josh Safdie, Benny Safdie","A24","Mystery & thriller, Crime, Drama","English","Sebastian Bear-McClard, Oscar Boyson, Paris Kassidokostas-Latsis, Jean-Luc De Fanti, Terry Dougas","Elara Pictures, Rhea Films","R (Language Throughout|Drug Use|Sexual Content|Violence)","Nov 7 2017","Aug 25 2017, wide",,"1h 41m",,"A bank robber stops at nothing to free his brother from prison, launching himself into a nightlong odyssey through New York's dark and dangerous criminal underworld.","Good Time","91","https://www.rottentomatoes.com/m/good_time",,"Josh Safdie, Ronald Bronstein"
,"85",,"Bill Burr, Bobby Cannavale, Bokeem Woodbine","Bill Burr","Netflix","Comedy","English","Mike Bertolina, Bill Block, Bill Burr, Monica Levinson, Ben Tishler","Miramax, All of Us Productions, All Things Comedy","R (Sexual Material|Brief Drug Use|Pervasive Language|Nudity)","Oct 20 2023","Oct 13 2023, limited",,"1h 42m","Dolby Digital","Three best friends become fathers later in life and find themselves battling preschool principals, millennial CEOs and anything created after 1987.","Old Dads","25","https://www.rottentomatoes.com/m/old_dads",,"Bill Burr, Ben Tishler"
,"58",,"Ben Affleck, Oscar Isaac, Charlie Hunnam","J.C. Chandor","Netflix","Action, Adventure, Mystery & thriller","English","Charles Roven, Alex Gartner, Andy Horwitz, Neal Dodson","Atlas Entertainment","R (Language Throughout|Violence)","Mar 15 2019","Mar 6 2019, limited",,"2h 5m",,"Former Special Forces operatives reunite to plan a heist in a sparsely populated multi-border zone of South America. For the first time in their prestigious careers, these unsung heroes undertake this dangerous mission for themselves instead of the country. But when events take an unexpected turn and threaten to spiral out of control, their skills, their loyalties, and their morals are pushed to a breaking point in an epic battle for survival.","Triple Frontier","70","https://www.rottentomatoes.com/m/triple_frontier",,"Mark Boal, J.C. Chandor"
"Flat (1.85:1)","81","$1.7M","Kelvin Harrison Jr., Taylor Russell, Sterling K. Brown","Trey Edward Shults","A24","Drama","English","Jim Wilson, Kevin Turen",,"R (Drug and Alcohol Use|Brief Violence|Language Throughout|Some Sexual Content)","Nov 15 2019","Nov 15 2019, limited",,"2h 15m",,"The epic emotional journey of a suburban African American family as they navigate love, forgiveness and coming together in the wake of a tragic loss.","Waves","84","https://www.rottentomatoes.com/m/waves_2019",,"Trey Edward Shults"
,"68",,"Zoey Deutch, Glen Powell, Lucy Liu","Claire Scanlon",,"Romance, Comedy","English","Juliet Berman, Justin Nappi","Treehouse Pictures","TV14","Jun 15 2018",,,"1h 45m",,"Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.","Set It Up","92","https://www.rottentomatoes.com/m/set_it_up",,"Katie Silberman"
"Scope (2.35:1)","89","$1.0M","Dylan O'Brien, Jessica Henwick, Dan Ewing","Michael Matthews","Paramount Pictures","Fantasy, Adventure, Comedy","English","Shawn Levy, Dan Cohen","Paramount Pictures, Entertainment One, 21 Laps Entertainment","PG-13 (Some Suggestive Material|Language|Action/Violence)","Oct 16 2020","Oct 16 2020, limited",,"1h 49m",,"Seven years after the Monsterpocalypse, Joel Dawson, along with the rest of humanity, has been living underground ever since giant creatures took control of the land. After reconnecting over the radio with his high school girlfriend, Aimee, who is now 80 miles away at a coastal colony, Joel begins to fall for her again. As Joel realizes that there's nothing left for him underground, he decides to venture out to Aimee, despite all the dangerous monsters that stand in his way.","Love and Monsters","94","https://www.rottentomatoes.com/m/love_and_monsters",,"Brian Duffield, Matthew Robinson"
,"62",,"Jacob Tremblay, Paul Walter Hauser, Werner Herzog","Sean Charmatz","Netflix","Kids & family, Comedy, Animation","English","Peter McCown","DreamWorks Animation, Mikros Animation",,"Feb 2 2024",,,"1h 32m",,"The thing Orion fears the most is the dark. When the embodiment of his worst fear pays a visit, Dark whisks Orion away on a roller-coaster ride around the world to prove there is nothing to be afraid of at night.","Orion and the Dark","90","https://www.rottentomatoes.com/m/orion_and_the_dark",,"Charlie Kaufman, Lloyd Taylor, Emma Yarlett"
,"71","$25.8K","Narges Rashidi, Avin Manshadi, Bobby Naderi","Babak Anvari","Vertical Entertainment, XYZ Films","Horror, Mystery & thriller","Persian","Emily Leo, Oliver Roskill, Lucan Toh","Wigwam Films","PG-13 (Terror|Scary Images|Brief Language)","Jan 17 2017","Oct 7 2016, limited",,"1h 24m",,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself.","Under the Shadow","99","https://www.rottentomatoes.com/m/under_the_shadow",,"Babak Anvari"
"Scope (2.35:1)","90",,"Ryan Gosling, Chris Evans, Ana de Armas","Anthony Russo, Joe Russo","Netflix","Action, Mystery & thriller","English","Joe Roth, Jeff Kirschenbaum, Joe Russo, Anthony Russo, Mike Larocca, Chris Castaldi","Netflix, Roth/Kirschenbaum Films, AGBO","PG-13 (Strong Violence|Strong Language)","Jul 22 2022","Jul 15 2022, wide",,"2h 9m","Dolby Atmos","When the CIA's most skilled mercenary--whose true identity is known to none--accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assassins.","The Gray Man","45","https://www.rottentomatoes.com/m/the_gray_man_2022",,"Joe Russo, Christopher Markus, Stephen McFeely"
"Scope (2.35:1)","60","$36.2M","Dylan O'Brien, Michael Keaton, Sanaa Lathan","Michael Cuesta","CBS Films, Lionsgate Films","Action, Mystery & thriller","English","Lorenzo di Bonaventura, Nick Wechsler","Lorenzo di Bonaventura, Nick Wechsler","R (Language|Brief Nudity|Some Torture|Strong Violence Throughout)","Nov 21 2017","Sep 15 2017, wide",,"1h 51m","Dolby Atmos","When Cold War veteran Stan Hurley takes CIA black ops recruit Mitch Rapp under his wing, they receive an assignment to investigate a wave of random attacks on both military and civilian targets. After discovering a pattern of violence, Hurley and Rapp join forces with a lethal Turkish agent to stop a mysterious operative who wants to start a global war.","American Assassin","34","https://www.rottentomatoes.com/m/american_assassin_2017",,"Stephen Schiff, Michael Finch, Edward Zwick, Marshall Herskovitz"
,"45",,"Aidan McArdle, Andrew Havill, Leo Ashizawa","Anthony Philipson","Netflix","Drama, History, Documentary","English (United Kingdom)","Anne Mensah",,,"Feb 16 2024",,,"1h 16m",,"Using archival footage and his own words, this docudrama chronicles what happened after the scientist fled Nazi Germany and dives into the mind of this tortured genius.","Einstein and the Bomb","100","https://www.rottentomatoes.com/m/einstein_and_the_bomb",,
,"89",,"Bhumi Pednekar, Sanjay Mishra, Aditya Srivastava","Pulkit","Netflix","Drama, Mystery & thriller","Hindi","Gaurav Verma, Gauri Khan","Red Chillies Entertainment",,"Feb 9 2024",,,"2h 14m",,"A struggling local journalist begins a dogged investigation into harrowing cases of abuse being covered up at a shelter for young girls.","Bhakshak","46","https://www.rottentomatoes.com/m/bhakshak",,"Pulkit, Jyotsana Nath"
,"35",,"Julia Roberts, Mahershala Ali, Ethan Hawke","Sam Esmail","Netflix","Mystery & thriller, Drama","English","Sam Esmail, Marisa Yeres Gill, Lisa Roberts Gillan, Chad Hamilton, Julia Roberts","Red Om Films, Esmail Corp., Netflix Studios, Higher Ground Productions","R (Language|Drug Use|Brief Bloody Images|Some Sexual Content)","Dec 8 2023","Nov 22 2023, limited",,"2h 20m","Dolby Digital","In this apocalyptic thriller from award-winning writer and director Sam Esmail (Mr. Robot), Amanda (Academy Award winner Julia Roberts) and her husband Clay (Academy Award nominee Ethan Hawke), rent a luxurious home for the weekend with their kids, Archie (Charlie Evans) and Rose (Farrah Mackenzie). Their vacation is soon upended when two strangers -- G.H. (Academy Award winner Mahershala Ali) and his daughter Ruth (Myha'la) -- arrive in the night, bearing news of a mysterious cyberattack and seeking refuge in the house they claim is theirs. The two families reckon with a looming disaster that grows more terrifying by the minute, forcing everyone to come to terms with their places in a collapsing world.","Leave the World Behind","75","https://www.rottentomatoes.com/m/leave_the_world_behind_2023",,"Sam Esmail"
"Scope (2.35:1)","86","$264.7K","Emile Hirsch, Bruce Dern, Lexy Kolker","Adam B. Stein, Zach Lipovsky","Well Go USA","Sci-fi, Mystery & thriller","English","Zach Lipovsky, Jordan Barber, Adam B. Stein, Mitchell Waxman","Amazing, My Way Entertainment, Bloomgarden Films","R (Violence and Some Language)","Dec 3 2019","Sep 13 2019, limited",,"1h 45m",,"Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world. It's a place where Abnormals are a constant threat -- or so she believes. But when a mysterious stranger offers her a glimpse of what's really happening, Chloe soon learns that the truth isn't so simple -- but the danger is very real.","Freaks","88","https://www.rottentomatoes.com/m/freaks_2019",,"Adam B. Stein, Zach Lipovsky"
,"60",,"Anna Castillo, Tamar Novas, Albert Pintó","Albert Pintó","Netflix","Drama, Mystery & thriller","Spanish (Spain)","Miguel Ruz","Netflix Studios, Rock & Ruz",,"Sep 29 2023",,,"1h 49m",,"Pregnant, alone and drifting in the sea, a woman trapped in a shipping container tries to survive after fleeing a devastated totalitarian country.","Nowhere","64","https://www.rottentomatoes.com/m/nowhere_2023_2",,"Ernest Riera, Seanne Winslow, Teresa De Rosendo, Indiana Lista"
"Scope (2.35:1)","52","$50.0M","Adam Sandler, LaKeith Stanfield, Julia Fox","Benny Safdie, Josh Safdie","A24","Mystery & thriller, Comedy","English","Sebastian Bear-McClard, Oscar Boyson","Elara Pictures, Sikelia Productions, Scott Rudin Productions","R (Pervasive Strong Language|Brief Drug Use|Some Sexual Content|Violence)","Dec 13 2019","Dec 25 2019, wide",,"2h 15m","Dolby Atmos Dolby Digital","A charismatic jeweler makes a high-stakes bet that could lead to the windfall of a lifetime. In a precarious high-wire act, he must balance business, family and adversaries on all sides in pursuit of the ultimate win.","Uncut Gems","91","https://www.rottentomatoes.com/m/uncut_gems",,
,"75","$11.6M","Mia Goth, Jenna Ortega, Martin Henderson","Ti West","A24","Horror, Mystery & thriller","English","Jacob Jaffke, Kevin Turen, Harrison Kreiss","A24, MAD SOLAR, BRON Creative","R (Gore|Drug Use|Strong Sexual Content|Graphic Nudity|Language|Strong Bloody Violence)","Apr 14 2022","Mar 18 2022, wide",,"1h 45m",,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.","X","94","https://www.rottentomatoes.com/m/x_2022",,"Ti West"
"Scope (2.35:1)","79","$2.2M","Aubrey Plaza, Theo Rossi, Megalyn Echikunwoke","John Patton Ford","Roadside Attractions, Vertical Entertainment","Crime, Drama, Mystery & thriller","English","Tyler Davidson, Aubrey Plaza, Drew Sykes","Low Spark Films","R (Language|Brief Drug Use|Some Violence)","Oct 28 2022","Aug 12 2022, wide",,"1h 37m",,"Emily (Aubrey Plaza) is saddled with student debt and locked out of the job market due to a minor criminal record. Desperate for income, she takes a shady gig as a ""dummy shopper,"" buying goods with stolen credit cards supplied by a handsome and charismatic middleman named Youcef (Theo Rossi). Faced with a series of dead-end job interviews, Emily soon finds herself seduced by the quick cash and illicit thrills of black-market capitalism, and increasingly interested in her mentor Youcef. Together, they hatch a plan to bring their business to the next level in Los Angeles.","Emily the Criminal","94","https://www.rottentomatoes.com/m/emily_the_criminal",,"John Patton Ford"
